event_id,event_year,approval_date,announcement_date,effective_date,implementation_date,annual_effective_year,annual_effective_basis,date_precision,temporal_confidence,review_status,source_ids,review_note
WIKI-1988-017,1988,,,,,1988,event_year_only,year,low,inferred,SRC-WIKI-1988,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1988-018,1988,,,,,1988,event_year_only,year,low,inferred,SRC-WIKI-1988,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1988-019,1988,,,,,1988,event_year_only,year,low,inferred,SRC-WIKI-1988,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1988-020,1988,,,,,1988,event_year_only,year,low,inferred,SRC-WIKI-1988,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1988-021,1988,1988-08-17,,,,1988,approval_date_inferred,day,medium,inferred,SRC-WIKI-1988,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1988-022,1988,,,,,1988,event_year_only,year,low,inferred,SRC-WIKI-1988,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1988-023,1988,1988-10-24,,,,1988,approval_date_inferred,day,medium,inferred,SRC-WIKI-1988,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1989-001,1989,1989-06-12,,,,1989,approval_date_inferred,day,medium,inferred,SRC-GUOHAN-1989-43,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1991-001,1991,1991-12-07,,,,1991,approval_date_inferred,day,medium,inferred,SRC-GUOHAN-1991-84,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1991-002,1991,1991-12-07,,,,1991,approval_date_inferred,day,medium,inferred,SRC-GUOHAN-1991-84,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1992-024,1992,1992-12-20,,,,1992,approval_date_inferred,day,medium,inferred,SRC-WIKI-1992,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1992-025,1992,1992-12-11,,,,1992,approval_date_inferred,day,medium,inferred,SRC-WIKI-1992,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1992-026,1992,1992-07-06,,,,1992,approval_date_inferred,day,medium,inferred,SRC-WIKI-1992,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1992-027,1992,1992-06-06,,,,1992,approval_date_inferred,day,medium,inferred,SRC-WIKI-1992,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1992-028,1992,1992-11-22,,,,1992,approval_date_inferred,day,medium,inferred,SRC-WIKI-1992,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1992-029,1992,1992-02-12,,,,1992,approval_date_inferred,day,medium,inferred,SRC-WIKI-1992,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-030,1993,1993-06-14,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-031,1993,1993-02-08,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-032,1993,1993-02-08,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-033,1993,1993-07-02,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-034,1993,1993-06-19,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-035,1993,,,,,1993,event_year_only,year,low,inferred,SRC-WIKI-1993,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1993-036,1993,,,,,1993,event_year_only,year,low,inferred,SRC-WIKI-1993,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1993-037,1993,,,,,1993,event_year_only,year,low,inferred,SRC-WIKI-1993,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1993-038,1993,,,,,1993,event_year_only,year,low,inferred,SRC-WIKI-1993,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1993-039,1993,,,,,1993,event_year_only,year,low,inferred,SRC-WIKI-1993,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1993-040,1993,1993-06-14,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-041,1993,1993-05-23,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-042,1993,1993-04-04,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-043,1994,1994-08-20,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-044,1994,1994-09-05,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-045,1994,1994-12-17,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-046,1994,1994-12-17,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-047,1994,1994-07-01,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-048,1994,1994-03-07,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-049,1994,1994-12-17,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-050,1994,1994-06-28,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-051,1994,1994-12-17,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-052,1994,1994-12-17,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-053,1994,1994-09-29,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-054,1994,1994-09-29,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-055,1994,1994-04-05,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-056,1994,1994-09-20,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-057,1994,1994-01-31,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-058,1994,1994-04-04,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1995-059,1995,1995-12-23,,,,1995,approval_date_inferred,day,medium,inferred,SRC-WIKI-1995,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1995-060,1995,1995-11-05,,,,1995,approval_date_inferred,day,medium,inferred,SRC-WIKI-1995,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1995-061,1995,1995-11-05,,,,1995,approval_date_inferred,day,medium,inferred,SRC-WIKI-1995,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1995-062,1995,1995-10-27,,,,1995,approval_date_inferred,day,medium,inferred,SRC-WIKI-1995,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-063,1996,1996-05-31,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-064,1996,1996-01-01,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-065,1996,1996-11-20,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-066,1996,1996-10-05,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-067,1996,1996-02-21,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-068,1996,1996-11-05,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-069,1996,1996-08-11,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-070,1996,1996-07-19,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-071,1996,1996-07-19,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-072,1996,1996-11-20,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-073,1996,1996-09-05,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-074,1997,1997-08-29,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-075,1997,1997-06-10,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-076,1997,1997-04-22,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-077,1997,1997-04-22,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-078,1997,1997-05-06,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-079,1997,1997-05-06,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-080,1997,1997-12-13,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-081,1997,1997-02-27,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-082,1997,1997-05-30,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-083,1997,1997-12-20,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKISOURCE-CQ-WFL-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-084,1997,1997-03-14,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-CHONGQING-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-083,1998,1998-12-06,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-084,1998,1998-12-24,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-085,1998,1998-06-09,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-086,1998,1998-12-06,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-087,1998,1998-07-31,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-088,1998,1998-05-11,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-089,1998,1998-08-27,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-090,1998,1998-02-26,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-091,1999,1999-09-24,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-092,1999,1999-12-28,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-093,1999,1999-07-09,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-094,1999,1999-09-02,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-095,1999,1999-11-14,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-096,1999,1999-01-20,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-097,1999,1999-06-20,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-098,1999,1999-12-05,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-099,1999,1999-01-13,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-001,2000,2000-05-11,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-002,2000,2000-05-20,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-003,2000,2000-05-22,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-004,2000,2000-06-08,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-005,2000,2000-06-08,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-006,2000,2000-06-10,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-007,2000,2000-06-10,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-008,2000,2000-06-14,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-009,2000,2000-06-14,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-010,2000,2000-06-14,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-011,2000,2000-06-14,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-012,2000,2000-06-14,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-013,2000,2000-06-23,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-014,2000,2000-06-23,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-015,2000,2000-06-23,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-016,2000,2000-06-23,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-017,2000,2000-06-23,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-018,2000,2000-06-23,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-019,2000,2000-06-25,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-020,2000,2000-06-25,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-021,2000,2000-12-30,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-022,2000,2000-05-21,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-023,2000,2000-06-25,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-024,2000,2000-12-21,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-001,2001,2001-01-13,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-002,2001,2001-02-26,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-003,2001,2001-05-09,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-004,2001,2001-07-07,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-005,2001,2001-08-31,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-006,2001,2001-10-10,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-007,2001,2001-10-06,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-001,2002,2002-03-01,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-002,2002,2002-06-02,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-003,2002,2002-06-02,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-004,2002,2002-06-18,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-005,2002,2002-06-18,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-006,2002,2002-06-18,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-007,2002,2002-06-22,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-008,2002,2002-09-29,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-009,2002,2002-12-23,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-010,2002,2002-12-26,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2003-001,2003,2003-04-04,,,,2003,approval_date_inferred,day,medium,inferred,SRC-WIKI-2003,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2003-002,2003,2003-10-23,,,,2003,approval_date_inferred,day,medium,inferred,SRC-WIKI-2003,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2003-003,2003,2003-10-30,,,,2003,approval_date_inferred,day,medium,inferred,SRC-WIKI-2003,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2003-004,2003,2003-12-01,,,,2003,approval_date_inferred,day,medium,inferred,SRC-WIKI-2003,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2003-005,2003,2003-12-01,,,,2003,approval_date_inferred,day,medium,inferred,SRC-WIKI-2003,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2003-006,2003,2003-12-31,,,,2003,approval_date_inferred,day,medium,inferred,SRC-WIKI-2003,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2004-001,2004,2004-01-11,,,,2004,approval_date_inferred,day,medium,inferred,SRC-WIKI-2004,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2007-001,2007,2007-01-21,,,,2007,approval_date_inferred,day,medium,inferred,SRC-WIKI-2007,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2010-001,2010,2010-11-26,,,,2010,approval_date_inferred,day,medium,inferred,SRC-WIKI-2010,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2011-001,2011,2011-07-14,,,,2011,approval_date_inferred,day,medium,inferred,SRC-WIKI-2011,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2011-002,2011,2011-10-22,,,,2011,approval_date_inferred,day,medium,inferred,SRC-WIKI-2011,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2011-003,2011,2011-10-22,,,,2011,approval_date_inferred,day,medium,inferred,SRC-WIKI-2011,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2012-001,2012,2012-06-21,,,,2012,approval_date_inferred,day,medium,inferred,SRC-WIKI-2012,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2013-001,2013,2013-02-08,,,,2013,approval_date_inferred,day,medium,inferred,SRC-WIKI-2013,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2014-001,2014,2014-06-26,,,,2014,approval_date_inferred,day,medium,inferred,SRC-WIKI-2014,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2015-001,2015,2015-02-19,,,,2015,approval_date_inferred,day,medium,inferred,SRC-WIKI-2015,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2015-002,2015,2015-03-16,,,,2015,approval_date_inferred,day,medium,inferred,SRC-WIKI-2015,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2015-003,2015,2015-03-16,,,,2015,approval_date_inferred,day,medium,inferred,SRC-WIKI-2015,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
