event_id,event_year,approval_date,announcement_date,effective_date,implementation_date,annual_effective_year,annual_effective_basis,date_precision,temporal_confidence,review_status,source_ids,review_note
WIKI-1988-018,1988,1988-10-24,,,,1988,approval_date_inferred,day,medium,inferred,SRC-WIKI-1988,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1989-001,1989,1989-06-12,,,,1989,approval_date_inferred,day,medium,inferred,SRC-GUOHAN-1989-43,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1991-001,1991,1991-12-07,,,,1991,approval_date_inferred,day,medium,inferred,SRC-GUOHAN-1991-84,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1991-002,1991,1991-12-07,,,,1991,approval_date_inferred,day,medium,inferred,SRC-GUOHAN-1991-84,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1992-019,1992,1992-12-20,,,,1992,approval_date_inferred,day,medium,inferred,SRC-WIKI-1992,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1992-020,1992,1992-12-11,,,,1992,approval_date_inferred,day,medium,inferred,SRC-WIKI-1992,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1992-021,1992,1992-07-06,,,,1992,approval_date_inferred,day,medium,inferred,SRC-WIKI-1992,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1992-022,1992,1992-06-06,,,,1992,approval_date_inferred,day,medium,inferred,SRC-WIKI-1992,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1992-023,1992,1992-02-12,,,,1992,approval_date_inferred,day,medium,inferred,SRC-WIKI-1992,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-024,1993,1993-06-14,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-025,1993,1993-02-08,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-026,1993,1993-02-08,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-027,1993,1993-07-02,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-028,1993,1993-06-19,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-029,1993,,,,,1993,event_year_only,year,low,inferred,SRC-WIKI-1993,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1993-030,1993,,,,,1993,event_year_only,year,low,inferred,SRC-WIKI-1993,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1993-031,1993,,,,,1993,event_year_only,year,low,inferred,SRC-WIKI-1993,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1993-032,1993,,,,,1993,event_year_only,year,low,inferred,SRC-WIKI-1993,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1993-033,1993,,,,,1993,event_year_only,year,low,inferred,SRC-WIKI-1993,No exact approval or implementation date is recorded; the event year is used for year-end reconstruction.
WIKI-1993-034,1993,1993-06-14,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-035,1993,1993-05-23,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1993-036,1993,1993-04-04,,,,1993,approval_date_inferred,day,medium,inferred,SRC-WIKI-1993,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-037,1994,1994-08-20,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-038,1994,1994-09-05,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-039,1994,1994-12-17,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-040,1994,1994-12-17,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-041,1994,1994-07-01,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-042,1994,1994-03-07,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-043,1994,1994-12-17,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-044,1994,1994-06-28,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-045,1994,1994-12-17,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-046,1994,1994-12-17,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-047,1994,1994-09-29,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-048,1994,1994-09-29,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-049,1994,1994-09-20,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-050,1994,1994-01-31,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1994-051,1994,1994-04-04,,,,1994,approval_date_inferred,day,medium,inferred,SRC-WIKI-1994,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1995-052,1995,1995-12-23,,,,1995,approval_date_inferred,day,medium,inferred,SRC-WIKI-1995,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1995-053,1995,1995-11-05,,,,1995,approval_date_inferred,day,medium,inferred,SRC-WIKI-1995,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1995-054,1995,1995-11-05,,,,1995,approval_date_inferred,day,medium,inferred,SRC-WIKI-1995,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-055,1996,1996-05-31,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-056,1996,1996-01-01,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-057,1996,1996-11-20,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-058,1996,1996-10-05,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-059,1996,1996-02-21,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-060,1996,1996-11-05,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-061,1996,1996-08-11,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-062,1996,1996-11-20,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1996-063,1996,1996-09-05,,,,1996,approval_date_inferred,day,medium,inferred,SRC-WIKI-1996,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-064,1997,1997-08-29,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-065,1997,1997-06-10,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-066,1997,1997-04-22,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-067,1997,1997-04-22,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-068,1997,1997-05-06,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-069,1997,1997-05-06,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-070,1997,1997-12-13,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-071,1997,1997-02-27,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-072,1997,1997-05-30,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-073,1997,1997-12-20,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKISOURCE-CQ-WFL-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1997-074,1997,1997-03-14,,,,1997,approval_date_inferred,day,medium,inferred,SRC-WIKI-CHONGQING-1997,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-073,1998,1998-12-06,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-074,1998,1998-12-24,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-075,1998,1998-06-09,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-076,1998,1998-12-06,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-077,1998,1998-07-31,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-078,1998,1998-05-11,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-079,1998,1998-08-27,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1998-080,1998,1998-02-26,,,,1998,approval_date_inferred,day,medium,inferred,SRC-WIKI-1998,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-081,1999,1999-09-24,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-082,1999,1999-12-28,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-083,1999,1999-07-09,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-084,1999,1999-09-02,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-085,1999,1999-11-14,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-086,1999,1999-01-20,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-087,1999,1999-06-20,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-088,1999,1999-12-05,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
WIKI-1999-089,1999,1999-01-13,,,,1999,approval_date_inferred,day,medium,inferred,SRC-WIKI-1999,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-001,2000,2000-05-11,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-002,2000,2000-05-20,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-003,2000,2000-05-22,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-004,2000,2000-06-08,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-005,2000,2000-06-08,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-006,2000,2000-06-10,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-007,2000,2000-06-10,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-008,2000,2000-06-14,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-009,2000,2000-06-14,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-010,2000,2000-06-14,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-011,2000,2000-06-14,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-012,2000,2000-06-14,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-013,2000,2000-06-23,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-014,2000,2000-06-23,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-015,2000,2000-06-23,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-016,2000,2000-06-23,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-017,2000,2000-06-23,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-018,2000,2000-06-23,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-019,2000,2000-06-25,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-020,2000,2000-06-25,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-021,2000,2000-12-30,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-022,2000,2000-05-21,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-023,2000,2000-06-25,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2000-024,2000,2000-12-21,,,,2000,approval_date_inferred,day,medium,inferred,SRC-WIKI-2000,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-001,2001,2001-01-13,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-002,2001,2001-02-26,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-003,2001,2001-05-09,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-004,2001,2001-07-07,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-005,2001,2001-08-31,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-006,2001,2001-10-10,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2001-007,2001,2001-10-06,,,,2001,approval_date_inferred,day,medium,inferred,SRC-WIKI-2001,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-001,2002,2002-03-01,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-002,2002,2002-06-02,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-003,2002,2002-06-02,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-004,2002,2002-06-18,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-005,2002,2002-06-18,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-006,2002,2002-06-18,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-007,2002,2002-06-22,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-008,2002,2002-09-29,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-009,2002,2002-12-23,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2002-010,2002,2002-12-26,,,,2002,approval_date_inferred,day,medium,inferred,SRC-WIKI-2002,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2003-001,2003,2003-04-04,,,,2003,approval_date_inferred,day,medium,inferred,SRC-WIKI-2003,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2003-002,2003,2003-10-23,,,,2003,approval_date_inferred,day,medium,inferred,SRC-WIKI-2003,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2003-003,2003,2003-10-30,,,,2003,approval_date_inferred,day,medium,inferred,SRC-WIKI-2003,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2003-004,2003,2003-12-01,,,,2003,approval_date_inferred,day,medium,inferred,SRC-WIKI-2003,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2003-005,2003,2003-12-01,,,,2003,approval_date_inferred,day,medium,inferred,SRC-WIKI-2003,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2003-006,2003,2003-12-31,,,,2003,approval_date_inferred,day,medium,inferred,SRC-WIKI-2003,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2004-001,2004,2004-01-11,,,,2004,approval_date_inferred,day,medium,inferred,SRC-WIKI-2004,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2007-001,2007,2007-01-21,,,,2007,approval_date_inferred,day,medium,inferred,SRC-WIKI-2007,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2010-001,2010,2010-11-26,,,,2010,approval_date_inferred,day,medium,inferred,SRC-WIKI-2010,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2011-001,2011,2011-07-14,,,,2011,approval_date_inferred,day,medium,inferred,SRC-WIKI-2011,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2011-002,2011,2011-10-22,,,,2011,approval_date_inferred,day,medium,inferred,SRC-WIKI-2011,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2011-003,2011,2011-10-22,,,,2011,approval_date_inferred,day,medium,inferred,SRC-WIKI-2011,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2012-001,2012,2012-06-21,,,,2012,approval_date_inferred,day,medium,inferred,SRC-WIKI-2012,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2013-001,2013,2013-02-08,,,,2013,approval_date_inferred,day,medium,inferred,SRC-WIKI-2013,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2014-001,2014,2014-06-26,,,,2014,approval_date_inferred,day,medium,inferred,SRC-WIKI-2014,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2015-001,2015,2015-02-19,,,,2015,approval_date_inferred,day,medium,inferred,SRC-WIKI-2015,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2015-002,2015,2015-03-16,,,,2015,approval_date_inferred,day,medium,inferred,SRC-WIKI-2015,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2015-003,2015,2015-03-16,,,,2015,approval_date_inferred,day,medium,inferred,SRC-WIKI-2015,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2016-001,2016,2016-01-07,,,,2016,approval_date_inferred,day,medium,inferred,SRC-WIKI-2016,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2016-002,2016,2016-01-07,,,,2016,approval_date_inferred,day,medium,inferred,SRC-WIKI-2016,No later effective or implementation date is recorded; year-end transition is inferred from the approval date.
PL-2017-001,2017,2017-07-18,2018-04,,2018-04,2018,official_announcement_and_implementation,month,high,reviewed,SRC-WIKI-2017,2017年批准；2018年4月公布实施，年末状态从2018年起采用那曲市。
PL-2018-001,2018,2018-12-26,2019-01,,2019-01,2019,official_publication_and_implementation,month,high,reviewed,SRC-WIKI-2019,2018年12月批准；2019年1月公布实施，莱芜市保留至2018年末。
