event_id,from_entity_id,to_entity_id,relation_type,mapping_quality,automatic_mapping,review_note
WIKI-1999-077,CNUR-000123,CNUR-000123,upgrade,exact,true,
WIKI-1999-078,CNUR-000194,CNUR-000194,upgrade,exact,true,
WIKI-1999-079,CNUR-000250,CNUR-000250,upgrade,exact,true,
WIKI-1999-080,CNUR-000296,CNUR-000296,upgrade,exact,true,
WIKI-1999-081,CNUR-000029,CNUR-000029,upgrade,exact,true,
PL-2000-001,CNUR-000131,CNUR-000131,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-002,CNUR-000097,CNUR-000097,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-003,CNUR-000132,CNUR-000132,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-004,CNUR-000167,CNUR-000167,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-005,CNUR-000168,CNUR-000168,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-006,CNUR-000150,CNUR-000150,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-007,CNUR-000247,CNUR-000247,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-008,CNUR-000251,CNUR-000251,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-009,CNUR-000252,CNUR-000252,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-010,CNUR-000253,CNUR-000253,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-011,CNUR-000021,CNUR-000021,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-012,CNUR-000022,CNUR-000022,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-013,CNUR-000023,CNUR-000023,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-014,CNUR-000260,CNUR-000260,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-015,CNUR-000297,CNUR-000297,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-016,CNUR-000133,CNUR-000133,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-017,CNUR-000134,CNUR-000134,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-018,CNUR-000151,CNUR-000151,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-019,CNUR-000113,CNUR-000113,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-020,CNUR-000114,CNUR-000114,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-021,CNUR-000269,CNUR-000269,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2000-022,CNUR-000112,CNUR-000112,upgrade,exact,true,按用户口径计为新增地级市。
PL-2000-023,CNUR-000180,CNUR-000180,upgrade,exact,true,按用户口径计为新增地级市。
PL-2000-024,CNUR-000081,CNUR-000081,rename,exact,true,实体连续，地级单位净变化0。
PL-2001-001,CNUR-000270,CNUR-000270,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2001-002,CNUR-000030,CNUR-000030,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2001-003,CNUR-000304,CNUR-000304,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2001-004,CNUR-000324,CNUR-000324,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2001-005,CNUR-000298,CNUR-000298,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2001-006,CNUR-000031,CNUR-000031,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2001-007,CNUR-000338,,abolish,event_only,false,没有新设地级单位，全部地级单位净减少1。
PL-2002-001,CNUR-000305,CNUR-000305,upgrade,exact,true,部分新市名称与原地区驻地县不同，但仍属于地区撤销、新设地级市。
PL-2002-002,CNUR-000226,CNUR-000226,upgrade,exact,true,部分新市名称与原地区驻地县不同，但仍属于地区撤销、新设地级市。
PL-2002-003,CNUR-000306,CNUR-000306,upgrade,exact,true,部分新市名称与原地区驻地县不同，但仍属于地区撤销、新设地级市。
PL-2002-004,CNUR-000227,CNUR-000227,upgrade,exact,true,部分新市名称与原地区驻地县不同，但仍属于地区撤销、新设地级市。
PL-2002-005,CNUR-000228,CNUR-000228,upgrade,exact,true,部分新市名称与原地区驻地县不同，但仍属于地区撤销、新设地级市。
PL-2002-006,CNUR-000307,CNUR-000307,upgrade,exact,true,部分新市名称与原地区驻地县不同，但仍属于地区撤销、新设地级市。
PL-2002-007,CNUR-000308,CNUR-000308,upgrade,exact,true,部分新市名称与原地区驻地县不同，但仍属于地区撤销、新设地级市。
PL-2002-008,CNUR-000229,CNUR-000229,upgrade,exact,true,部分新市名称与原地区驻地县不同，但仍属于地区撤销、新设地级市。
PL-2002-009,CNUR-000230,CNUR-000230,upgrade,exact,true,部分新市名称与原地区驻地县不同，但仍属于地区撤销、新设地级市。
PL-2002-010,CNUR-000271,CNUR-000271,upgrade,exact,true,部分新市名称与原地区驻地县不同，但仍属于地区撤销、新设地级市。
PL-2003-001,CNUR-000309,CNUR-000309,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2003-002,CNUR-000024,CNUR-000024,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2003-003,CNUR-000272,CNUR-000272,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2003-004,CNUR-000032,CNUR-000032,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2003-005,CNUR-000033,CNUR-000033,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2003-006,CNUR-000325,,establish,event_only,false,原单位为县级，按用户口径计为新增地级市。
PL-2004-001,CNUR-000310,CNUR-000310,upgrade,exact,true,地级市数量增加1；全部地级单位净变化0。
PL-2007-001,CNUR-000272,CNUR-000272,rename,exact,true,实体连续，地级单位净变化0。
PL-2010-001,CNUR-000173,CNUR-000173,rename,exact,true,名称和建制层级连续；新增与撤销均按历史名称记录，地级单位净变化为0。
PL-2011-001,CNUR-000110,,split,event_only,false,县级巢湖市是新县级单位，不计入地级新增。
PL-2011-002,CNUR-000261,CNUR-000261,upgrade,exact,true,地级市数量增加1；全部地级单位数量净变化0。
PL-2011-003,CNUR-000262,CNUR-000262,upgrade,exact,true,地级市数量增加1；全部地级单位数量净变化0。
PL-2012-001,CNUR-000233,,establish,event_only,false,原办事处不按地级行政单位计入撤销，因此地级单位净增1。
PL-2013-001,CNUR-000314,CNUR-000314,upgrade,exact,true,地级市数量增加1；全部地级单位数量净变化0。
PL-2014-001,CNUR-000283,CNUR-000283,upgrade,exact,true,同名县级市终止，不计作地级撤销。
PL-2015-001,CNUR-000234,CNUR-000234,upgrade,exact,true,按用户口径视为新增地级市；原县级市终止不计地级撤销。
PL-2015-002,CNUR-000285,CNUR-000285,upgrade,exact,true,地级市数量增加1；全部地级单位数量净变化0。
PL-2015-003,CNUR-000328,CNUR-000328,upgrade,exact,true,地级市数量增加1；全部地级单位数量净变化0。
PL-2016-001,CNUR-000286,CNUR-000286,upgrade,exact,true,按批准日期归入2016年；地级市数量增加1，全部地级单位净变化0。
PL-2016-002,CNUR-000329,CNUR-000329,upgrade,exact,true,同名县级市终止不计地级撤销。
PL-2017-001,CNUR-000287,CNUR-000287,upgrade,exact,true,按批准年份归入2017年；公布实施发生于2018年。
PL-2018-001,CNUR-000146,,merge,event_only,false,按批准年份归入2018年；济南市为既存地级市，不计新增。
WIKI-1993-029,CNUR-000343,CNUR-000015,split,disaggregate,false,seven former Yanbei counties transferred to Datong
WIKI-1993-029,CNUR-000343,CNUR-000019,split,disaggregate,false,"Huairen, Youyu, and Ying counties transferred to Shuozhou"
WIKI-1996-056,CNUR-000342,CNUR-000235,jurisdiction_transfer,aggregate,false,entrusted to Chongqing administration in 1996
WIKI-1996-056,CNUR-000344,CNUR-000235,jurisdiction_transfer,aggregate,false,entrusted to Chongqing administration in 1996
WIKI-1996-056,CNUR-000345,CNUR-000235,jurisdiction_transfer,aggregate,false,entrusted to Chongqing administration in 1996
