event_id,year,province_name,event_type,entity_id,entity_ids,prefecture_names,prefecture_entity_ids,old_prefecture_name,new_prefecture_name,approval_date,document_number,automatic_continuity,confidence,review_status,risk_flags,description,review_note,source_url,source_revision_id,source_locator,source_layer,source_id,source_type,source_confidence
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-034,1983,福建省,upgrade,CNUR-000118,CNUR-000118,三明市,CNUR-000118,三明地区,三明市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销三明地区。三明市改由省直接领导，将永安、宁化、清流、明溪、建宁、泰宁、将乐、沙县、尤溪、大田十县划归三明市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-035,1983,福建省,jurisdiction_transfer,CNUR-000115,CNUR-000115、CNUR-000123,宁德地区、福州市,CNUR-000115、CNUR-000123,莆田地区,福州市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销莆田地区。将闽清、永泰、福清、长乐、平潭五县和宁德地区的连江、罗源二县划归福州市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-038,1983,山东省,upgrade,CNUR-000142,CNUR-000142,济宁市,CNUR-000142,济宁地区,济宁市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销济宁地区。济宁市改由省直接领导。将兖州、曲阜、邹县、嘉祥、金乡、鱼台、微山七县划归济宁市管辖。撤销济宁县，将济宁县的行政区域并入济宁市；将汶上、泗水二县划归泰安地区,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-039,1983,山东省,upgrade,CNUR-000141,CNUR-000141,潍坊市,CNUR-000141,潍坊地区,潍坊市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销潍坊地区，潍坊市改由省直接领导。将昌邑、昌乐、安丘、高密、诸城、五莲、临朐、益都、寿光九县划归潍坊市管辖。撤销潍县，将潍县的行政区域并入潍坊市,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-040,1983,山东省,upgrade,CNUR-000140,CNUR-000140、CNUR-000144,威海市、烟台市,CNUR-000140、CNUR-000144,烟台地区,烟台市、威海市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销烟台地区。烟台市改由省直接领导。将荣成、文登、牟平、乳山、海阳、莱阳、掖县、招远、栖霞、黄县、蓬莱、长岛十二县划归烟台市管辖，威海市仍为省辖（县级）市。撤销福山县，将福山县的行政区域并入烟台市,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-050,1983,河南省,jurisdiction_transfer,CNUR-000152,CNUR-000152、CNUR-000153,开封市、郑州市,CNUR-000152、CNUR-000153,开封地区,开封市、郑州市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销开封地区。将巩县、新郑、密县、登封、中牟五县划归郑州市管辖；将兰考、尉氏、通许、杞县、开封五县划归开封市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-051,1983,河南省,upgrade,CNUR-000156,CNUR-000156,安阳市,CNUR-000156,安阳地区,安阳市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销安阳地区，安阳市改由省直接领导。将安阳、浚县、淇县、林县、汤阴五县划归安阳市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-053,1983,河南省,upgrade,CNUR-000158,CNUR-000158,新乡市,CNUR-000158,新乡市,新乡市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,新乡市改由省直接领导，将新乡地区的汲县、新乡两县划归新乡市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-057,1983,湖北省,jurisdiction_transfer,CNUR-000173,CNUR-000173、CNUR-000180,襄樊市、随州市,CNUR-000173、CNUR-000180,襄阳地区,襄樊市、随州市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销襄阳地区。将襄阳、枣阳、宜城、南漳、保康、谷城六县划归襄樊市管辖。随州市、老河口市仍为省辖（县级）市,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-058,1983,湖北省,jurisdiction_transfer,CNUR-000181,CNUR-000181,鄂西土家族苗族自治州,CNUR-000181,恩施地区,鄂西土家族苗族自治州,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销恩施地区。设立鄂西土家族苗族自治州。撤销鹤峰土家族自治县，恢复鹤峰县。撤销来凤土家族自治县，恢复来凤县。撤销恩施县，将恩施县的行政区域并入恩施市,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-059,1983,湖北省,upgrade,CNUR-000175,CNUR-000175,荆门市,CNUR-000175,荆门市,荆门市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,荆门市改由省直接领导。撤销荆门县，将荆门县的行政区域并入荆门市,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-068,1983,湖南省,jurisdiction_transfer,CNUR-000182,CNUR-000182、CNUR-000183、CNUR-000184、CNUR-000190,益阳地区、株洲市、湘潭市、长沙市,CNUR-000182、CNUR-000183、CNUR-000184、CNUR-000190,湘潭地区,株洲市、湘潭市、长沙市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销湘潭地区。将攸县、茶陵、酃县、醴陵四县划归株洲市管辖；将湘潭、湘乡两县划归湘潭市管辖；将浏阳县和益阳地区的宁乡县划归长沙市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-069,1983,湖南省,jurisdiction_transfer,CNUR-000185,CNUR-000185、CNUR-000192,零陵地区、衡阳市,CNUR-000185、CNUR-000192,衡阳地区,衡阳市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销衡阳地区。将衡阳、衡南、衡山、衡东、常宁、祁东六县和郴州地区的耒阳县划归衡阳市管辖；将祁阳县划归零陵地区,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-071,1983,湖南省,upgrade,CNUR-000187,CNUR-000187,岳阳市,CNUR-000187,岳阳市,岳阳市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,岳阳市改由省直接领导。恢复岳阳县，以岳阳市的部分行政区域为岳阳县的行政区域，岳阳县归岳阳市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-074,1983,四川省,jurisdiction_transfer,CNUR-000235,CNUR-000235,重庆市,CNUR-000235,永川地区,重庆市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销永川地区。将永川、江津、合川、璧山、荣昌、大足、铜梁、潼南八县划归重庆市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-075,1983,四川省,jurisdiction_transfer,CNUR-000236,CNUR-000236,成都市,CNUR-000236,温江地区,成都市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销温江地区。将温江、郫县、灌县、彭县、新都、新津、崇庆、邛崃、蒲江、大邑十县划归成都市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-076,1983,四川省,upgrade,CNUR-000239,CNUR-000239、CNUR-000248,宜宾地区、泸州市,CNUR-000239、CNUR-000248,泸州市,泸州市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,泸州市改由省直接领导。将宜宾地区的泸县、纳溪、合江三县划归泸州市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-093,1983,陕西省,upgrade,CNUR-000291,CNUR-000291、CNUR-000292,咸阳市、宝鸡市,CNUR-000291、CNUR-000292,咸阳地区,咸阳市、宝鸡市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销咸阳地区，咸阳市改由省直接领导。将兴平、三原、泾阳、乾县、礼泉、永寿、彬县、长武、旬邑、淳化十县和宝鸡市的武功县、杨陵区划归咸阳市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-XZQH-COUNTY-1983-Q4-001,1983,国务院批复转录,upgrade,CNUR-000067,CNUR-000067、CNUR-000068,七台河市、佳木斯市,CNUR-000067、CNUR-000068,七台河市、佳木斯市,七台河市、佳木斯市,1983-10-08,(83)国函字213号,false,low,early_secondary_transcription_review_required,early_year_before_roster|secondary_transcription,10月8日，《国务院关于黑龙江省地市机构改革方案的批复》（(83)国函字213号）同意：一、将合江地区的佳木斯市、七台河市改由省直接领导。二、将合江地区的勃利县划归七台河市管辖；将宝清县的红卫、岚峰两个公社并入七台河市。三、设立五大连池市（县级）。以德都县的五大连池镇及五大连池农场、大庆农场和尾山农场的一个分场以及81112、80301部队农场、焦得布林场等为五大连池市的行政区域。（四、(略)）,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://www.xzqh.org/html/show/cn/1983_7.html,,区划地名网 1983年行政区划 第7页,early_secondary_city_extraction,SRC-XZQH-1983-Q4,secondary_transcription,secondary_transcription
EARLY-PREFECTURE-XZQH-COUNTY-1983-Q4-004,1983,国务院批复转录,jurisdiction_transfer,CNUR-000028,CNUR-000028,赤峰市,CNUR-000028,昭乌达盟,赤峰市,1983-10-10,(83)国函字218号,false,low,early_secondary_transcription_review_required,early_year_before_roster|secondary_transcription,10月10日，《国务院关于内蒙古自治区盟市机构改革方案的批复》（(83)国函字218号）同意：一、撤销昭乌达盟，将宁城县、林西县、喀喇沁旗、敖汉旗、翁牛特旗、巴林右旗、巴林左旗、阿鲁科尔沁旗、克什克腾旗划归赤峰市管辖。撤销赤峰县，将该县的行政区域及喀喇沁旗的山前公社，马蹄营子公社的公格营子、西六家、四家、喇嘛地、岭上五个大队，娄子店公社的三道营子、四道营子、乔家窝铺三个大队，甸子公社的望甘池、昌盛远两个大队并入赤峰市。赤峰市设红山区、元宝山区、郊区。二、撤销喜桂图旗，设立牙克石市（县级），以喜桂图旗的行政区域为牙克石市的行政区域。三、撤销布特哈旗，设立扎兰屯市（县级），以布特哈旗的行政区域为扎兰屯市的行政区域。四、撤销阿巴哈纳尔旗，设立锡林浩特市（县级），以阿巴哈纳尔旗的行政区域为锡林浩特市的行政区域。五、撤销东胜县，设立东胜市（县级），以东胜县的行政区域为东胜市的行政区域。（六、(略)）,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://www.xzqh.org/html/show/cn/1983_7.html,,区划地名网 1983年行政区划 第7页,early_secondary_city_extraction,SRC-XZQH-1983-Q4,secondary_transcription,secondary_transcription
